gene_id,gene_name,runon_chr,runon_start,runon_end,runon_strand,runon_width,runon_base_mean,runon_log2FC,runon_padj,gene_log2FC,gene_padj,stc15_time_v_vehicle,tissue,time
ENSMUSG00000037730,Mynn,3,30674023,30694022,+,20000,35.760712161628,2.25112456691959,4.74793520008928e-08,-0.58775037701374,0.116849883989568,1,Blood,1h
ENSMUSG00000037761,Actr5,2,158481132,158501131,+,20000,86.1147523029066,1.7352738755365,3.35764597961549e-05,-0.136977553902975,0.759292098460331,1,Blood,1h
ENSMUSG00000037773,Pced1a,2,130239603,130259602,-,20000,16.4625647445502,0.330588762054335,0.719909118721031,0.0732597920006357,0.914663452371457,1,Blood,1h
ENSMUSG00000037904,Ankrd9,12,110922861,110942860,-,20000,71.5122622112994,1.0615929839378,0.0224231697308032,-0.592638298458108,0.238763149652201,1,Blood,1h
ENSMUSG00000037957,Wdr20,12,110761463,110781462,+,20000,246.886988450294,0.852729187128567,0.00448169086835263,-0.16146337092413,0.686004125776598,1,Blood,1h
ENSMUSG00000038055,Dexi,16,10300395,10320394,-,20000,9.61258246450113,-0.305881844211949,0.784028279589902,-0.179637833946085,0.78190612502646,1,Blood,1h
ENSMUSG00000038068,Rnf144b,13,47401468,47421467,+,20000,55.8146440537339,2.46433988536475,2.48112533413622e-09,0.0319289489636242,0.974005820780972,1,Blood,1h
ENSMUSG00000038542,Pcid2,8,13107189,13127188,-,20000,116.056612579558,-0.212454270801082,0.78258036366185,0.0324595096401104,0.953978899394805,1,Blood,1h
ENSMUSG00000038612,Mcl1,3,95570488,95590487,+,20000,304.279045576881,0.854844270212241,0.0875234513990541,0.549226562347098,0.0383058499233493,1,Blood,1h
ENSMUSG00000038876,Rnf146,10,29200174,29220173,-,20000,231.29393136977,1.23438858555387,3.84520906505213e-07,0.491229065841861,0.0011620790434435,1,Blood,1h
ENSMUSG00000038914,Dido1,2,180284502,180299756,-,15255,45.4560310334685,2.61578412192701,3.97845248594197e-09,0.234010571648407,0.20801797590254,1,Blood,1h
ENSMUSG00000039156,Stim2,5,54278400,54298399,+,20000,28.6957192186342,2.3933696594154,3.98384530607013e-05,0.0946170245284763,0.724269183964547,1,Blood,1h
ENSMUSG00000039191,Rbpj,5,53814705,53834704,+,20000,92.7540058022055,1.30288508155418,0.00574251152929264,0.630078185757187,0.195131730653084,1,Blood,1h
ENSMUSG00000039208,Metrnl,11,121607133,121627132,+,20000,203.782753720167,3.15994588345639,1.05356606725653e-14,0.616144894195751,0.111580883193119,1,Blood,1h
ENSMUSG00000039515,Ptpa,2,30337818,30357817,+,20000,46.9367829479853,0.647247915155751,0.453171555852317,-1.56985184492746,0.0101766677718433,1,Blood,1h
ENSMUSG00000039568,Ubald1,16,4672642,4692641,-,20000,81.695773209304,0.857843053965764,0.117433046800168,0.482697642217581,0.492503639811363,1,Blood,1h
ENSMUSG00000039738,Slx4,16,3783505,3796986,-,13482,41.9279996579559,0.453847284075218,0.676864812559283,0.355276578167348,0.365568408063331,1,Blood,1h
ENSMUSG00000039753,Fbxl5,5,43881958,43901957,-,20000,163.183550580641,0.616431535259172,0.359882890788059,0.0629498467275709,0.929453288426213,1,Blood,1h
ENSMUSG00000039813,Tbc1d2,4,46584390,46604389,-,20000,239.508687042688,0.643857495309132,0.239774022696963,0.702452413002571,0.188030545207925,1,Blood,1h
ENSMUSG00000039826,Trub2,2,29646122,29666121,-,20000,59.5307786391288,0.659907174333446,0.196956504871826,0.188652451572633,0.58636420216588,1,Blood,1h
ENSMUSG00000039831,Arhgap29,3,121810403,121830402,+,20000,72.2461408649678,1.70008061959421,0.000730640114656816,0.164942356108196,0.862527854441979,1,Blood,1h
ENSMUSG00000040247,Tbc1d10c,19,4225479,4234355,-,8877,129.569441520706,1.22978443260232,0.0721890987319148,-0.16208621994319,0.827339963470028,1,Blood,1h
ENSMUSG00000040374,Pex2,3,5605248,5625247,-,20000,41.201308930461,0.656368327126894,0.16683701610675,-0.245332048875277,0.47771666053148,1,Blood,1h
ENSMUSG00000040532,Abhd11,5,135041030,135052335,+,11306,5.02125088020527,0.43961971168004,0.752511106952842,0.112351487277899,0.859334508977803,1,Blood,1h
ENSMUSG00000040747,Cd53,3,106647237,106667236,-,20000,392.311304333146,0.558302705864111,0.347618001507962,0.217862225924411,0.657134683536775,1,Blood,1h
ENSMUSG00000040857,Erf,7,24937277,24941985,-,4709,1.24870006658973,1.04369230730978,0.73101500118454,0.052182548429735,0.964859286993692,1,Blood,1h
ENSMUSG00000041124,Msantd4,9,4386871,4406870,+,20000,14.66372764053,1.2317255100695,0.0928256574302112,0.25730090723948,0.22713387894685,1,Blood,1h
ENSMUSG00000041362,Shtn1,19,58941928,58961927,-,20000,47.694048432138,0.975223651117209,0.238763149652201,0.403622175089194,0.444023699124976,1,Blood,1h
ENSMUSG00000041390,Mdfic,6,15802165,15822164,+,20000,96.1066815504306,1.64427707825904,4.8110105703124e-08,0.034428632950691,0.948529947906178,1,Blood,1h
ENSMUSG00000041645,Ddx24,12,103354242,103374241,-,20000,58.154942100815,0.168220295669217,0.822391686008589,0.178493597155232,0.662600997671314,1,Blood,1h
ENSMUSG00000041954,Tnfrsf18,4,156113349,156133348,+,20000,15.835261319514,1.4392050519653,0.194800455658932,0.0462918365556783,0.963008149950273,1,Blood,1h
ENSMUSG00000042063,Zfp386,12,116026981,116041347,+,14367,84.4212962737637,1.28282836840437,0.000356177130070647,0.331599130731435,0.420281249829221,1,Blood,1h
ENSMUSG00000042111,Ccdc115,1,34455751,34475750,-,20000,216.646465632871,1.02773790612872,0.15881104715851,0.0522282954913442,0.924164058806508,1,Blood,1h
ENSMUSG00000042228,Lyn,4,3791614,3811613,+,20000,246.662858774097,1.49978919475415,0.0105305586609029,0.44382913848286,0.282767072842054,1,Blood,1h
ENSMUSG00000042350,Arel1,12,84944924,84964923,-,20000,141.489223364171,0.680289507780078,0.205496496915394,-1.28525886613962,0.0388508463448283,1,Blood,1h
ENSMUSG00000042514,Klhl14,18,21663436,21683435,-,20000,3.88047609723123,0.17102754977927,0.947060139480637,0.750846455726967,0.417745620301311,1,Blood,1h
ENSMUSG00000042772,Smg7,1,152692747,152712746,-,20000,112.248355193753,0.514094775725776,0.253234125288299,-0.353674333972711,0.335966639619619,1,Blood,1h
ENSMUSG00000043336,Filip1l,16,57393490,57413489,+,20000,170.648285698153,1.88572697877598,5.64220967464828e-05,0.557307666101642,0.0462026133648794,1,Blood,1h
ENSMUSG00000043602,Zfp3,11,70663755,70683754,+,20000,38.0320855075378,0.473216645585971,0.547491279804953,-0.383214920667353,0.351341647601009,1,Blood,1h
ENSMUSG00000044456,Rin3,12,102357115,102377114,+,20000,129.316080669081,1.47647453081942,6.24060244066658e-11,0.463255419836331,0.202919202975079,1,Blood,1h
ENSMUSG00000044468,Tent5c,3,100355373,100375372,-,20000,518.947854041509,-2.50546927608721,0.00568190441702398,-1.89665292278537,0.0445000019099819,1,Blood,1h
ENSMUSG00000044583,Tlr7,X,166067925,166087924,-,20000,94.6764032149658,2.59972289420392,5.45880167042192e-08,0.332599133000832,0.51890628152204,1,Blood,1h
ENSMUSG00000045107,Saysd1,14,20105704,20125703,-,20000,42.2082533732264,2.33099718381675,3.67928945582284e-05,0.0545816451056212,0.943438270198848,1,Blood,1h
ENSMUSG00000045503,Sys1,2,164307433,164327432,+,20000,93.9392315950757,0.535361508335671,0.242733848923027,0.295223277066646,0.246670440290568,1,Blood,1h
ENSMUSG00000045868,Gvin1,7,105735763,105755762,-,20000,1067.57294503666,1.88818430989741,4.00139940088359e-06,0.443807698201971,0.802894186141315,1,Blood,1h
ENSMUSG00000046062,Ppp1r15b,1,133067522,133087521,+,20000,85.4543784483078,1.77115763333211,7.75100363745935e-06,0.067917060982607,0.739608683390975,1,Blood,1h
ENSMUSG00000046079,Lrrc8d,5,105963077,105983076,+,20000,136.57709875294,1.29911843018836,0.0120687825719437,0.882009438301442,0.000217447027350449,1,Blood,1h
ENSMUSG00000046080,Clec9a,6,129401727,129421726,+,20000,36.8419135320184,-0.0361259837453018,0.979603322381442,-0.621809825977399,0.316863164468703,1,Blood,1h
ENSMUSG00000046768,Rhoj,12,75448231,75468230,+,20000,4.04720482451977,-0.12853744844797,0.95056211174143,-0.30399273595678,0.644701727857072,1,Blood,1h
ENSMUSG00000046791,Riox1,12,83999726,84019725,+,20000,57.0306614971751,1.72326292675675,4.85544145225134e-06,0.665382771702364,0.0207047430605696,1,Blood,1h
ENSMUSG00000046794,Ppp1r3b,8,35855289,35875288,+,20000,132.721434361401,3.34841788768564,7.18540503206344e-06,0.473764088672223,0.720523992974932,1,Blood,1h
ENSMUSG00000046994,Mars2,1,55287630,55307629,+,20000,153.219553640177,2.07080316079575,1.08451596481985e-18,0.635134828567938,0.0732361515187593,1,Blood,1h
ENSMUSG00000047036,Zfp445,9,122673101,122677974,-,4874,25.2253760009935,0.642155529117509,0.185582699596929,0.284280976974457,0.322837181624942,1,Blood,1h
ENSMUSG00000047446,Arl4a,12,40063290,40083289,-,20000,159.786634547039,1.28594302094197,0.00592017640514918,-1.58679769328808,0.0259928434454616,1,Blood,1h
ENSMUSG00000047656,Trpt1,19,6976415,6996414,+,20000,460.677148816204,0.910732265174061,0.0316935791001472,-0.38279790592984,0.557616471583895,1,Blood,1h
ENSMUSG00000047735,Samd9l,6,3352257,3372256,-,20000,62.6268899635943,0.823787377849174,0.136385650656553,0.120769602619059,0.791398541491646,1,Blood,1h
ENSMUSG00000047751,Utf1,7,139525026,139545025,+,20000,39.6934230433011,1.02570992425226,0.198314518399659,-1.07384199770548,NA,1,Blood,1h
ENSMUSG00000047880,Cxcr5,9,44403084,44423083,-,20000,56.203219652635,0.525442817639193,0.363146575537454,0.885233635654504,0.0275731840762413,1,Blood,1h
ENSMUSG00000048677,Tpcn2,7,144787660,144807659,-,20000,103.371534720366,1.17326865741276,0.0517775816495281,0.571845600227572,0.177008414764987,1,Blood,1h
ENSMUSG00000048787,Dcun1d3,7,119432019,119452018,-,20000,64.6039024844564,1.63349465551702,6.43714341386623e-08,0.394654943456457,0.317610985982565,1,Blood,1h
ENSMUSG00000049047,Armcx3,X,133662205,133682204,+,20000,7.35526567321751,0.247984066149994,0.876534481998353,-0.385504697131264,0.0360612198098359,1,Blood,1h
ENSMUSG00000049323,Smcr8,11,60679114,60699113,+,20000,219.435331268925,1.24255309117666,2.20374969811111e-06,0.496506286575,0.026951899933703,1,Blood,1h
ENSMUSG00000049580,Tsku,7,97979875,97999874,-,20000,6.97501744969444,1.94875897921349,0.176663963094436,1.70242871267352,0.0683510490521785,1,Blood,1h
ENSMUSG00000049680,Urgcp,11,5657688,5663416,-,5729,76.8221574449869,1.5773738627981,7.38360746743865e-05,0.482270527843831,0.0572430427152676,1,Blood,1h
ENSMUSG00000049686,Orai1,5,123168520,123188519,+,20000,26.3301052908094,1.36675276467366,0.0654703813089839,0.503791008028685,0.0227262892774284,1,Blood,1h
ENSMUSG00000049878,Rlf,4,120983080,121003079,-,20000,84.4470877967192,1.3004465333816,0.000144860407827521,-0.233003726236176,0.632671978843282,1,Blood,1h
ENSMUSG00000049907,Rasl11b,5,74360143,74380142,+,20000,3.4233655870516,-0.628179287770484,0.715572821807315,-0.491795667559504,0.628421432581052,1,Blood,1h
ENSMUSG00000049969,Plekhf2,4,10968662,10988661,-,20000,116.317429660344,-0.140786131531215,0.829869965713529,-0.651973904082136,0.392672572854101,1,Blood,1h
ENSMUSG00000050107,Haspin,11,73006311,73026310,-,20000,24.5860152220284,0.567881468532713,0.575375566354182,-0.167608731103369,0.833403880611903,1,Blood,1h
ENSMUSG00000050493,Fam167b,4,129452166,129470607,-,18442,320.113660995613,-0.0572885521348235,0.964483890390169,0.00147710475153157,0.99952141559264,1,Blood,1h
ENSMUSG00000050587,Lrrc4c,2,97462012,97482011,+,20000,4.01384395472134,1.46923755865027,0.432532992993476,0.281098884282973,0.884365859361838,1,Blood,1h
ENSMUSG00000051022,Hs3st1,5,39751278,39771277,-,20000,55.3011291434398,2.29107081048816,0.000473948512243477,-0.566660290428782,0.626060582398242,1,Blood,1h
ENSMUSG00000051124,Gimap9,6,48655634,48661515,+,5882,121.915987576529,1.41784387564585,0.00106634593271999,0.49273012536381,0.344359538120843,1,Blood,1h
ENSMUSG00000051234,Rnf7,9,96332990,96352989,-,20000,27.3987958300558,0.25903890590388,0.813977780687176,-0.0684371368070915,0.835737205604025,1,Blood,1h
ENSMUSG00000051341,Zfp52,17,21782864,21787269,+,4406,61.5343103640217,1.43918911448932,0.00138025599706361,0.370842547174028,0.341961902253481,1,Blood,1h
ENSMUSG00000051367,Six1,12,73068601,73088600,-,20000,0.714077682884749,0.294241901886784,NA,-0.851657858315922,0.761589629564998,1,Blood,1h
ENSMUSG00000052151,Plpp2,10,79342264,79362263,-,20000,11.7892846853507,0.403563691789552,0.725367944886824,0.170239836224016,0.87706143437583,1,Blood,1h
ENSMUSG00000052609,Plekhg3,12,76625817,76645816,+,20000,118.902566451912,1.17572389987258,0.0571193049743279,0.746907137753961,0.0333584067668025,1,Blood,1h
ENSMUSG00000052776,Oas1a,5,121025646,121034318,-,8673,37.6593927714685,0.322632044960789,0.740310987938044,-0.658571302551482,0.30611212709924,1,Blood,1h
ENSMUSG00000053914,Kdm4d,9,14353844,14373843,-,20000,3.76011615603597,0.588111096233035,0.807442278937481,0.772079249405519,0.647088070954288,1,Blood,1h
ENSMUSG00000054072,Iigp1,18,60525700,60545699,+,20000,24.3826281975392,1.25426599794159,0.0401165679725948,-0.179165027621794,0.92426868690275,1,Blood,1h
ENSMUSG00000054648,Zfp869,8,70135306,70155305,-,20000,5.05552624135689,0.12377275417634,0.946929248558689,0.154475719769555,0.589240499818175,1,Blood,1h
ENSMUSG00000054850,Smim10l2a,X,55423160,55443159,+,20000,1.45295522373234,-0.0881830987428918,0.981372357502473,-0.5508308489119,0.840580446498022,1,Blood,1h
ENSMUSG00000054951,9130008F23Rik,17,41166373,41186372,-,20000,39.5239379929575,1.23844451976727,0.147431994074528,1.16180937103077,0.0590411623116682,1,Blood,1h
ENSMUSG00000055128,Cgrrf1,14,47091651,47111650,+,20000,23.8632798989607,0.219868324535939,0.850724498120085,-0.273585905162641,0.71871931659778,1,Blood,1h
ENSMUSG00000055652,Klhl25,7,75523880,75543879,+,20000,8.97932602502252,1.20166452518903,0.0883120583491295,-1.17552635887378,0.0986871118952779,1,Blood,1h
ENSMUSG00000056019,Zfp709,8,72649572,72662451,+,12880,16.765539022491,0.726819107312642,0.427399937451876,0.396928472014424,0.0955945399410208,1,Blood,1h
ENSMUSG00000056069,Otulinl,15,27635157,27655156,-,20000,36.9851172264939,1.19909345356047,0.0759568831235381,-0.017296311454808,0.979995993368245,1,Blood,1h
ENSMUSG00000056260,Lrif1,3,106643891,106663890,+,20000,24.9529989279186,0.786317684784254,0.123929947765892,0.278667185634088,0.413702196093825,1,Blood,1h
ENSMUSG00000056536,Pign,1,105426151,105446150,-,20000,30.4737705260733,-0.183915126562812,0.816968684230136,-0.287984667174078,0.449856035785199,1,Blood,1h
ENSMUSG00000057135,Scimp,11,70661758,70681757,-,20000,114.991488003807,0.395552457156084,0.442404540122399,-1.22303044683752,0.0240198526217239,1,Blood,1h
ENSMUSG00000057396,Zfp759,13,67289852,67309851,+,20000,73.5406589852739,1.06151526050564,0.00270158771079437,0.429525315748619,0.219609591365941,1,Blood,1h
ENSMUSG00000057409,Zfp53,17,21730736,21750735,+,20000,107.839409136374,1.17613740875539,0.00307419092528136,0.458602802311726,0.277237734005045,1,Blood,1h
ENSMUSG00000057522,Spop,11,95384233,95404232,+,20000,127.399587156387,0.94866683575566,0.0236284432937852,-1.22193162947438,0.0303577356837635,1,Blood,1h
ENSMUSG00000057766,Ankrd29,18,12369458,12385418,-,15961,1.91352182628694,0.104056470668857,0.973023200161193,0.0891521681319569,0.951246566570692,1,Blood,1h
ENSMUSG00000059291,Rpl11,4,135757042,135777041,-,20000,86.4069125507018,-0.713669194550338,0.0906090319303087,-0.279838926711287,0.469558506869784,1,Blood,1h
ENSMUSG00000059475,Zfp426,9,20371457,20380003,-,8547,13.2445278580898,0.383204035667893,0.674768532080797,-0.180515554172669,0.613657218061389,1,Blood,1h
ENSMUSG00000060301,2610008E11Rik,10,78880208,78900207,-,20000,142.170008289351,1.21954208713072,0.000163627461818104,0.138602058137739,0.760745410777101,1,Blood,1h
ENSMUSG00000060671,Atp8b2,3,89826788,89846787,-,20000,3.24295256419845,1.48205618560476,0.380513839813511,0.306029149067908,0.403978638372489,1,Blood,1h
ENSMUSG00000060678,H4c3,13,23867932,23881617,-,13686,1375.09380240304,0.761788655729795,0.0619105314606566,-0.288093285770213,0.678032806171781,1,Blood,1h
ENSMUSG00000060950,Trmt61a,12,111650337,111670336,+,20000,13.6139766203296,1.33783411278649,0.133203740252839,0.20475018424186,0.697243435232266,1,Blood,1h
ENSMUSG00000061615,H2ac4,13,23935582,23936249,+,668,63.7295129620619,1.87312264822369,0.000507814123305087,-0.656163452054176,0.45181903960605,1,Blood,1h
ENSMUSG00000061758,Akr1b10,6,34373886,34389268,+,15383,22.8619854921856,2.51666760411235,0.0628269032973436,0.379773634377888,0.213081476709257,1,Blood,1h
ENSMUSG00000062210,Tnfaip8,18,50224850,50244849,+,20000,167.145566005759,1.24222611310465,0.00651945856614813,0.375326620591699,0.267118517652545,1,Blood,1h
ENSMUSG00000062743,Zfp677,17,21619528,21639527,+,20000,7.41380850635481,0.17544798249369,0.909718283811262,0.325976437879099,0.415384524775587,1,Blood,1h
ENSMUSG00000063047,Zfp780b,7,27640786,27660785,-,20000,123.925569567212,0.685364149152808,0.0487825281312358,0.320645089795158,0.220883637403362,1,Blood,1h
ENSMUSG00000063049,Ing2,8,48100213,48120212,-,20000,92.8047982187954,0.978942925588153,0.00545630520428547,-0.302891261613619,0.735036556575351,1,Blood,1h
ENSMUSG00000063383,Zfp947,17,22343340,22363339,-,20000,7.04706989130696,-0.503692820173622,0.791062972905533,-0.569312593040491,0.291464893694992,1,Blood,1h
ENSMUSG00000063704,Mapk15,15,75871004,75881738,+,10735,3.80012070585916,-0.368713269942815,0.820265165841723,0.263343467382446,0.923124007825958,1,Blood,1h
ENSMUSG00000066258,Trim12a,7,103937302,103949103,-,11802,228.800803895232,0.673430003523576,0.0670697278128075,-0.185881728912104,0.534320244222913,1,Blood,1h
ENSMUSG00000066861,Oas1g,5,120994205,121014204,-,20000,31.9250638486529,0.418940398111372,0.671934764083039,0.184896646027714,0.799727378847654,1,Blood,1h
ENSMUSG00000066880,Zfp617,8,72688474,72704914,+,16441,22.0044787483382,0.732374976323291,0.147872288622087,-0.132779851281455,0.672263640014309,1,Blood,1h
ENSMUSG00000067916,Zfp991,4,147265037,147285036,+,20000,466.644832997167,1.38298605609912,0.000817921897486638,0.424481000483216,0.318931139926652,1,Blood,1h
ENSMUSG00000067931,Zfp948,17,21808962,21828961,+,20000,13.6056071820253,2.29260404912031,0.00098681784284822,0.784215298013469,0.00243531765784116,1,Blood,1h
ENSMUSG00000068134,Zfp120,2,149936326,149956325,-,20000,18.8143482945132,0.0556245964584663,0.964911566027569,0.121313309353441,0.712929867242977,1,Blood,1h
ENSMUSG00000068744,Psrc1,3,108295548,108315547,+,20000,0.879714877802754,-0.924993358452317,NA,-2.12664577995097,0.00184860606133377,1,Blood,1h
ENSMUSG00000069300,H2bc11,13,22227847,22247846,+,20000,249.134460090227,1.03537424322675,0.0411122467017469,-0.444213233605056,0.706530003474865,1,Blood,1h
ENSMUSG00000069301,H2ac11,13,22219739,22226629,-,6891,5427.76490611571,1.34013311451664,0.000384912384061943,-0.597481191404019,0.547722598535203,1,Blood,1h
ENSMUSG00000069305,H4c18,13,21995937,22015936,-,20000,2311.20502425048,1.35945201998736,0.000532994346812294,0.229170920531281,0.73520309001588,1,Blood,1h
ENSMUSG00000069793,Slfn9,11,82849216,82869215,-,20000,69.4943998795832,0.288505379527371,0.608988411481309,0.199686155498036,0.720001364794634,1,Blood,1h
ENSMUSG00000070298,Trcg1,9,57157148,57177147,+,20000,12.7410845680139,0.220572344665543,0.813036643455133,-0.138623288426224,NA,1,Blood,1h
ENSMUSG00000070306,Ccdc153,9,44158312,44178311,+,20000,45.2550392434893,1.40200619441526,3.645176102105e-06,-0.0412028939672717,0.991894473464421,1,Blood,1h
ENSMUSG00000070426,Rnf121,7,101667898,101668343,-,446,1.45209769135692,2.79207807994545,0.116234298630619,-0.228708040653231,0.55787245645794,1,Blood,1h
ENSMUSG00000070462,Tlnrd1,7,83509081,83529080,-,20000,89.5526856026576,2.18782685929558,3.46647963606471e-08,-0.277839013252383,0.634829220173097,1,Blood,1h
ENSMUSG00000070605,Zfp992,4,146554750,146574749,+,20000,238.582197834593,1.12497727929756,0.0455192938258879,0.937619709161231,0.022755668139555,1,Blood,1h
